User ID,IP Address,Login Timestamp,Login Successful,login_exitoso_normalizado,Device Type,Is Attack IP,Country,Region,City,ASN,ip_country_code,ip_country_name,ip_asn,ip_as_name,ip_as_domain,Nombre_Completo,Rol_Hospitalario,Pais_Residencia,Ciudad_Base,Turno_Asignado,Estado_Cuenta,Fecha_Ingreso,failed_attempts_15min,failed_attempts_1h,has_previous_login,previous_login_timestamp,time_since_previous_login_hours,distance_previous_km,required_speed_kmh,impossible_travel,is_outside_shift,country_mismatch,inactive_account_success,Is Account Takeover
-9199681687640069288,10.0.77.229,2020-02-04 10:10:58.641,True,True,desktop,False,NO,-,-,29695,,,,,,Allison Hill,Personal de Laboratorio,CO,Bucaramanga,Nocturno,Activo,2018-09-08,0.0,0.0,0,,,,,0,1,,0,False
-9199681687640069288,139.164.34.82,2020-02-11 17:55:30.230,True,True,desktop,False,NO,-,-,29695,NO,Norway,AS29695,Altibox AS,lysekonsern.no,Allison Hill,Personal de Laboratorio,CO,Bucaramanga,Nocturno,Activo,2018-09-08,0.0,0.0,1,2020-02-04 10:10:58.641,175.74210805555558,,,0,1,1.0,0,False
-9199681687640069288,139.164.34.82,2020-02-11 17:58:32.159,True,True,desktop,False,NO,-,-,29695,NO,Norway,AS29695,Altibox AS,lysekonsern.no,Allison Hill,Personal de Laboratorio,CO,Bucaramanga,Nocturno,Activo,2018-09-08,0.0,0.0,1,2020-02-11 17:55:30.230,0.050535833333333335,,,0,1,1.0,0,False
-9199681687640069288,139.164.34.82,2020-02-11 19:50:42.671,True,True,desktop,False,NO,-,-,29695,NO,Norway,AS29695,Altibox AS,lysekonsern.no,Allison Hill,Personal de Laboratorio,CO,Bucaramanga,Nocturno,Activo,2018-09-08,0.0,0.0,1,2020-02-11 17:58:32.159,1.8695866666666665,,,0,1,1.0,0,False
-9199681687640069288,139.164.34.82,2020-02-22 06:38:18.040,True,True,mobile,False,NO,-,-,29695,NO,Norway,AS29695,Altibox AS,lysekonsern.no,Allison Hill,Personal de Laboratorio,CO,Bucaramanga,Nocturno,Activo,2018-09-08,0.0,0.0,1,2020-02-11 19:50:42.671,250.79315805555555,,,0,1,1.0,0,False
-9199681687640069288,10.0.77.228,2020-03-02 08:44:28.595,True,True,desktop,False,NO,Oslo County,Oslo,29695,,,,,,Allison Hill,Personal de Laboratorio,CO,Bucaramanga,Nocturno,Activo,2018-09-08,0.0,0.0,1,2020-02-22 06:38:18.040,218.10293194444446,,,0,1,,0,False
-9199681687640069288,92.220.203.237,2020-03-18 15:11:55.034,True,True,desktop,False,NO,Møre og Romsdal,Molde,29695,NO,Norway,AS29695,Altibox AS,lysekonsern.no,Allison Hill,Personal de Laboratorio,CO,Bucaramanga,Nocturno,Activo,2018-09-08,0.0,0.0,1,2020-03-02 08:44:28.595,390.45734416666664,,,0,1,1.0,0,False
-9199681687640069288,10.0.77.228,2020-04-29 11:53:25.084,True,True,desktop,False,NO,Oslo County,Oslo,29695,,,,,,Allison Hill,Personal de Laboratorio,CO,Bucaramanga,Nocturno,Activo,2018-09-08,0.0,0.0,1,2020-03-18 15:11:55.034,1004.6916805555555,,,0,1,,0,False
-9199681687640069288,84.234.147.127,2020-05-19 07:25:37.858,True,True,mobile,False,NO,Rogaland,Stavanger,29695,NO,Norway,AS29695,Altibox AS,lysekonsern.no,Allison Hill,Personal de Laboratorio,CO,Bucaramanga,Nocturno,Activo,2018-09-08,0.0,0.0,1,2020-04-29 11:53:25.084,475.53688166666666,,,0,1,1.0,0,False
-9199681687640069288,139.164.160.59,2020-10-03 22:26:29.628,True,True,mobile,False,NO,-,-,29695,NO,Norway,AS29695,Altibox AS,lysekonsern.no,Allison Hill,Personal de Laboratorio,CO,Bucaramanga,Nocturno,Activo,2018-09-08,0.0,0.0,1,2020-05-19 07:25:37.858,3303.0143805555554,,,0,0,1.0,0,False
-9199681687640069288,92.221.229.238,2020-10-06 15:05:26.577,False,False,tablet,False,NO,Viken,Mjondalen,29695,NO,Norway,AS29695,Altibox AS,lysekonsern.no,Allison Hill,Personal de Laboratorio,CO,Bucaramanga,Nocturno,Activo,2018-09-08,0.0,0.0,1,2020-10-03 22:26:29.628,64.6491525,,,0,1,1.0,0,False
-9199681687640069288,92.221.229.238,2020-10-06 15:05:50.233,True,True,tablet,False,NO,Viken,Mjondalen,29695,NO,Norway,AS29695,Altibox AS,lysekonsern.no,Allison Hill,Personal de Laboratorio,CO,Bucaramanga,Nocturno,Activo,2018-09-08,1.0,1.0,1,2020-10-06 15:05:26.577,0.006571111111111111,,,0,1,1.0,0,False
-9199681687640069288,79.160.240.64,2021-01-01 08:33:52.370,True,True,mobile,False,NO,Viken,Solbergelva,29695,NO,Norway,AS29695,Altibox AS,lysekonsern.no,Allison Hill,Personal de Laboratorio,CO,Bucaramanga,Nocturno,Activo,2018-09-08,0.0,0.0,1,2020-10-06 15:05:50.233,2081.4672602777778,,,0,1,1.0,0,False
-9199681687640069288,79.160.240.64,2021-01-01 08:36:29.672,True,True,desktop,False,NO,Viken,Solbergelva,29695,NO,Norway,AS29695,Altibox AS,lysekonsern.no,Allison Hill,Personal de Laboratorio,CO,Bucaramanga,Nocturno,Activo,2018-09-08,0.0,0.0,1,2021-01-01 08:33:52.370,0.043695,,,0,1,1.0,0,False
-9199681687640069288,79.160.240.64,2021-01-01 08:40:36.016,True,True,desktop,False,NO,Viken,Solbergelva,29695,NO,Norway,AS29695,Altibox AS,lysekonsern.no,Allison Hill,Personal de Laboratorio,CO,Bucaramanga,Nocturno,Activo,2018-09-08,0.0,0.0,1,2021-01-01 08:36:29.672,0.06842888888888889,,,0,1,1.0,0,False
-9199681687640069288,10.0.77.229,2021-01-04 09:42:34.346,True,True,desktop,False,NO,-,-,29695,,,,,,Allison Hill,Personal de Laboratorio,CO,Bucaramanga,Nocturno,Activo,2018-09-08,0.0,0.0,1,2021-01-01 08:40:36.016,73.03286944444444,,,0,1,,0,False
-9199681687640069288,51.174.212.17,2021-01-19 10:10:52.076,True,True,desktop,False,NO,-,-,29695,NO,Norway,AS29695,Altibox AS,lysekonsern.no,Allison Hill,Personal de Laboratorio,CO,Bucaramanga,Nocturno,Activo,2018-09-08,0.0,0.0,1,2021-01-04 09:42:34.346,360.47159166666665,,,0,1,1.0,0,False
-9199681687640069288,109.203.20.129,2021-01-31 12:10:19.270,True,True,mobile,False,NO,Innlandet,Gaupen,29492,NO,Norway,AS29492,Eidsiva Bredband AS,eidsiva.net,Allison Hill,Personal de Laboratorio,CO,Bucaramanga,Nocturno,Activo,2018-09-08,0.0,0.0,1,2021-01-19 10:10:52.076,289.9908872222222,,,0,1,1.0,0,False
-9199681687640069288,109.203.20.129,2021-02-03 13:03:17.817,True,True,desktop,False,NO,Innlandet,Gaupen,29492,NO,Norway,AS29492,Eidsiva Bredband AS,eidsiva.net,Allison Hill,Personal de Laboratorio,CO,Bucaramanga,Nocturno,Activo,2018-09-08,0.0,0.0,1,2021-01-31 12:10:19.270,72.88292972222223,,,0,1,1.0,0,False
-9199681687640069288,89.162.116.92,2021-02-09 15:39:17.750,True,True,mobile,False,NO,Nordland,Saltstraumen,29695,NO,Norway,AS29695,Altibox AS,lysekonsern.no,Allison Hill,Personal de Laboratorio,CO,Bucaramanga,Nocturno,Activo,2018-09-08,0.0,0.0,1,2021-02-03 13:03:17.817,146.59998138888886,,,0,1,1.0,0,False
